Group;Species;Biolum
Porifera;Sclerothamnopsis;non-bioluminescent
Porifera;Staurocalyptus;undefined
Octocorallia;Swiftia kofoidi;undefined
Porifera;Thenea;non-bioluminescent
Porifera;Thenea muricata;non-bioluminescent
Porifera;yellow ruffled sponge;non-bioluminescent
Hexacorallia;Actinostolidae;undefined
Fishes;Bothrocara;unlikely
Octocorallia;Clavularia grandiflora;undefined
Fishes;Embassichthys bathybius;undefined
Crustacea;Gastroptychus perarmatus;undefined
Asterozoa;Goniasteridae;undefined
Mollusca;Neoloricata;undefined
Crustacea;Paralomis verrilli;non-bioluminescent
Hexacorallia;Scleractinia;non-bioluminescent
Fishes;Anisotremus davidsonii;undefined
Echinoidea;Aporocidaris milleri;non-bioluminescent
Fishes;Bathyraja microtrachys;undefined
Crinoidea;Crinoidea;undefined
Annelida;Echiura;non-bioluminescent
Porifera;Hexactinellida sp. 2;non-bioluminescent
Holothuroidea;Holothuroidea;undefined
Octocorallia;Kophobelemnon;undefined
Mollusca;Neptunea-Buccinum Complex;non-bioluminescent
Octocorallia;Pennatula;bioluminescent
Mollusca;Retimohnia sp. 1;undefined
Holothuroidea;Scotoplanes globosa;undefined
Annelida;Sipuncula;undefined
Holothuroidea;Synallactidae gen. et sp. indet.;undefined
Ctenophora;Tjalfiella;unlikely
Octocorallia;Virgularia;bioluminescent
Asterozoa;Hymenaster;bioluminescent
Fishes;Liparidae sp. 2;undefined
Octocorallia;Protoptilum;undefined
Hexacorallia;Sicyonis careyi;undefined
Rhizaria;Xenophyophoroidea;undefined
Hexacorallia;Anthozoa;unlikely
Holothuroidea;Benthothuria;undefined
Hexacorallia;Bolocera;undefined
Hexacorallia;Ceriantharia;non-bioluminescent
Octocorallia;Kophobelemnon sp. 1;undefined
Octocorallia;Pennatula murrayi;bioluminescent
Crustacea;Storthyngura pulchra;non-bioluminescent
Holothuroidea;Synallactidae;undefined
Fishes;Anoplopoma fimbria;undefined
Asterozoa;Asteroidea sp. 2;undefined
Echinoidea;Brisaster;non-bioluminescent
Crustacea;Chorilia longipes;undefined
Fishes;Eptatretus;non-bioluminescent
Crustacea;Eualus macrophthalmus;undefined
Fishes;Glyptocephalus zachirus;undefined
Brachiopoda;Laqueus californianus;non-bioluminescent
Fishes;Lycenchelys crotalinus;unlikely
Asterozoa;Mediaster;undefined
Asterozoa;Ophiacanthidae;undefined
Crinoidea;Psathyrometra fragilis;undefined
Holothuroidea;Psolus squamatus;undefined
Fishes;Sebastolobus;non-bioluminescent
Echinoidea;Strongylocentrotus fragilis;non-bioluminescent
Echinoidea;Strongylocentrotus;non-bioluminescent
Octocorallia;Swiftia simplex;undefined
Fishes;Bathyraja kincaidii;undefined
Crustacea;Paguroidea;undefined
Echinoidea;Cidaridae;non-bioluminescent
Crustacea;Cirripedia;non-bioluminescent
Annelida;Phyllochaetopterus gigas;undefined
Asterozoa;Asteronychidae;undefined
Asterozoa;Asteronyx;undefined
Crustacea;Chorilia;undefined
Crustacea;Chionoecetes;undefined
Fishes;Coryphaenoides pectoralis;non-bioluminescent
Asterozoa;Leptychaster;undefined
Fishes;Scyliorhinidae;undefined
Mollusca;Acharax;non-bioluminescent
Ascidiacea;Megalodicopia hians;non-bioluminescent
Mollusca;Vesicomya;non-bioluminescent
Mollusca;Idas washingtonius;undefined
Mollusca;Neptunea;non-bioluminescent
Crinoidea;Antedonoidea;undefined
Porifera;Asbestopluma sp. A;non-bioluminescent
Mollusca;Calliostoma;undefined
Ascidiacea;Cnemidocarpa;non-bioluminescent
Hexacorallia;Corallimorphus;non-bioluminescent
Annelida;Hirudinea;non-bioluminescent
Asterozoa;Rathbunaster californicus;non-bioluminescent
Annelida;Sabellidae;non-bioluminescent
Octocorallia;Swiftia;undefined
Octocorallia;Halipteris;undefined
Mollusca;Nudibranchia;undefined
Octocorallia;Alcyonacea;undefined
Fishes;Bathyraja;undefined
Crustacea;Callianassidae;non-bioluminescent
Hydroidolina;Hydractiniidae;bioluminescent
Echinoidea;Pourtalesiidae;non-bioluminescent
Echinoidea;Tromikosoma panamense;undefined
Holothuroidea;Apostichopus;undefined
Fishes;Apristurus kampae;undefined
Mollusca;Columbellidae;non-bioluminescent
Hexacorallia;Liponema;undefined
Fishes;Parmaturus xaniurus;undefined
Crustacea;Pandalopsis ampla;undefined
Hexacorallia;Actiniidae sp. 1;undefined
Fishes;Apristurus brunneus;undefined
Asterozoa;Asteronyx longifissus;undefined
Mollusca;Calliostoma platinum;undefined
Hexacorallia;Ceriantharia sp. 2;non-bioluminescent
Hexacorallia;Ceriantharia sp. 1;non-bioluminescent
Octocorallia;Funiculina;bioluminescent
Fishes;Lycenchelys sp. 1;unlikely
Asterozoa;Myxoderma;undefined
Fishes;Osmeridae;undefined
Fishes;Sebastolobus alascanus;non-bioluminescent
Fishes;Careproctus melanurus;undefined
Crustacea;Chionoecetes tanneri;undefined
Asterozoa;Crossaster borealis;undefined
Hexacorallia;Hormathiidae sp. 1;bioluminescent
Hexacorallia;Isosicyonis;undefined
Crustacea;Pagurus tanneri;non-bioluminescent
Mollusca;Tritonia tetraquetra;undefined
Octocorallia;Umbellula lindahli;bioluminescent
Hemichordata;Allapasus;undefined
Crinoidea;Bathymetrinae;undefined
Hexacorallia;Bathyphellia;undefined
Holothuroidea;Benthodytes aff. typica;bioluminescent
Holothuroidea;Benthodytes;bioluminescent
Hexacorallia;Bolocera kensmithi;undefined
Mollusca;Buccinidae;non-bioluminescent
Porifera;Chondrocladia sp. 4;non-bioluminescent
Porifera;Cladorhizidae;non-bioluminescent
Holothuroidea;Elpidia sp. A;undefined
Porifera;Euplectellidae;non-bioluminescent
Hydroidolina;Hydractinia;bioluminescent
Holothuroidea;Peniagone vitrea;bioluminescent
Holothuroidea;Peniagone;likely
Octocorallia;Protoptilum sp. 1;undefined
Ascidiacea;Pyuridae;non-bioluminescent
Mollusca;Bathybembix;undefined
Holothuroidea;Apostichopus leukothele;undefined
Fishes;Hippoglossina stomata;undefined
Fishes;Icelinus filamentosus;undefined
Fishes;Lumpenus sagitta;undefined
Fishes;Lyopsetta exilis;undefined
Crustacea;Pandalus platyceros;non-bioluminescent
Fishes;Parophrys vetulus;undefined
Mollusca;Pleurobranchaea californica;undefined
Octocorallia;Ptilosarcus gurneyi;bioluminescent
Fishes;Sebastes diploproa;non-bioluminescent
Fishes;Sebastes jordani;non-bioluminescent
Fishes;Sebastes elongatus;non-bioluminescent
Octocorallia;Anthoptilum grandiflorum;undefined
Fishes;Lepidopsetta bilineata;undefined
Fishes;Sebastes;non-bioluminescent
Fishes;Sebastes aurora;non-bioluminescent
Cephalopoda;Opisthoteuthis cf. californiana;undefined
Crustacea;Paralomis multispina;undefined
Fishes;Hydrolagus;undefined
Fishes;Lycodes cortezianus;unlikely
Fishes;Lycodes diapterus;unlikely
Fishes;Sebastes goodei;non-bioluminescent
Fishes;Sebastes levis;non-bioluminescent
Fishes;Sebastes melanostomus;non-bioluminescent
Asterozoa;Stylasterias forreri;undefined
Octocorallia;Virgulariidae;undefined
Crustacea;Lysianassidae;undefined
Hexacorallia;Actinoscyphia;undefined
Holothuroidea;Holothuroidea sp. 5;undefined
Holothuroidea;Holothuroidea sp. 4;undefined
Hydroidolina;Hydroidolina;undefined
Crustacea;Munidopsis sp. A;non-bioluminescent
Porifera;Chondrocladia sp. A;non-bioluminescent
Hexacorallia;Corallimorphus denhartogi;non-bioluminescent
Holothuroidea;Peniagone gracilis;undefined
Hexacorallia;Sicyonis;undefined
Hexacorallia;Actinostola;undefined
Echinoidea;Atelostomata;non-bioluminescent
Fishes;Entosphenus tridentatus;non-bioluminescent
Crustacea;Munidopsis bracteosa;non-bioluminescent
Crustacea;Munidopsis panamae;non-bioluminescent
Crustacea;Munidopsis lignaria;non-bioluminescent
Holothuroidea;Peniagone sp. 2;undefined
Octocorallia;Anthoptilum;undefined
Hexacorallia;Ceriantharia sp. 3;non-bioluminescent
Octocorallia;Halipteris californica;bioluminescent
Asterozoa;Mediaster aequalis;undefined
Fishes;Sebastes simulator;non-bioluminescent
Fishes;Sebastomus complex;non-bioluminescent
Fishes;Xeneretmus;undefined
Fishes;Beringraja binoculata;undefined
Crinoidea;Florometra serratissima;undefined
Mollusca;Gastropoda sp. 2;undefined
Octocorallia;Isidella;bioluminescent
Fishes;Lycodes pacificus;unlikely
Asterozoa;Myxoderma platyacanthum;undefined
Fishes;Pleuronectidae;undefined
Fishes;Raja rhina;undefined
Fishes;Xeneretmus latifrons;undefined
Hexacorallia;Actinauge;undefined
Fishes;Cataetyx;undefined
Crinoidea;Comatulida;undefined
Fishes;Coryphaenoides armatus-leptolepis-yaquinae complex;undefined
Hemichordata;Hemichordata;undefined
Porifera;Hyalonema;non-bioluminescent
Crustacea;Penaeoidea;undefined
Holothuroidea;Pseudostichopus mollis;bioluminescent
Holothuroidea;Scotoplanes;undefined
Siphonophora;Dromalia alexandri;unlikely
Ctenophora;Pleurobrachiidae;unlikely
Octocorallia;Funiculina-Halipteris complex;bioluminescent
Fishes;Rhinoliparis barbulifer;undefined
Mollusca;Delectopecten;undefined
Crustacea;Neolithodes diomedae;undefined
Holothuroidea;Scotoplanes sp. A;bioluminescent
Hexacorallia;Zoanthidea;bioluminescent
Fishes;Macrourinae sp. 1;undefined
Asterozoa;Thrissacanthias penicillatus;undefined
Fishes;Bathyraja trachura;undefined
Fishes;Careproctus kamikawai;undefined
Octocorallia;Gersemia juliepackardae;undefined
Octocorallia;Isidella tentaculum;bioluminescent
Octocorallia;Isididae;likely
Octocorallia;Keratoisis;bioluminescent
Holothuroidea;Laetmogone;bioluminescent
Octocorallia;Lepidisis;likely
Crustacea;Lithodes couesi;non-bioluminescent
Octocorallia;Paragorgiidae;undefined
Octocorallia;Parastenella;undefined
Octocorallia;Sibogagorgia cauliflora;undefined
Asterozoa;Solaster hypothrissus;undefined
Asterozoa;Solaster;undefined
Porifera;Acanthascinae;undefined
Porifera;Acanthascinae sp. 2;undefined
Porifera;Acanthascinae sp. 1;undefined
Hexacorallia;Exocoelactinidae;undefined
Porifera;Hexactinellida sp. 5;undefined
Asterozoa;Hippasteria californica;undefined
Mollusca;Phreagena kilmeri;undefined
Asterozoa;Asteronyx loveni;undefined
Hexacorallia;Actinernidae;undefined
Porifera;Cladorhiza sp. A-B complex;non-bioluminescent
Arthropoda;Colossendeidae;undefined
Hexacorallia;Iosactis vagabunda;undefined
Octocorallia;Kophobelemnon biflorum;undefined
Holothuroidea;Peniagone papillata;undefined
Hemichordata;Tergivelum baldwinae;undefined
Asterozoa;Asthenactis fisheri;undefined
Porifera;Porifera sp. 3;undefined
Porifera;Acanthascinae sp. 3;undefined
Asterozoa;Asthenactis;undefined
Asterozoa;Benthopecten;bioluminescent
Asterozoa;Dipsacaster;undefined
Porifera;Hexactinellida sp. 4;non-bioluminescent
Fishes;Liparidae sp. 1;undefined
Crustacea;Paguridae;non-bioluminescent
Fishes;Porichthys;bioluminescent
Holothuroidea;Psolus;undefined
Hexacorallia;Trissopathes;undefined
Mollusca;Aeolidiidae;undefined
Hemichordata;Allapasus sp. 3;undefined
Asterozoa;Benthopectinidae;undefined
Brachiopoda;Brachiopoda;non-bioluminescent
Fishes;Conocara salmonea;undefined
Ascidiacea;Culeolus;non-bioluminescent
Porifera;Farrea truncata complex;non-bioluminescent
Porifera;Hexactinellida sp. 1;non-bioluminescent
Asterozoa;Hippasteria lepidonotus;undefined
Crustacea;Lithodoidea;non-bioluminescent
Asterozoa;Ophiurida;undefined
Crustacea;Phyllocarida;undefined
Hemichordata;Saxipendium implicatum;undefined
Octocorallia;Umbellula;bioluminescent
Fishes;Careproctus filamentosus;undefined
Mollusca;Dendronotidae;undefined
Octocorallia;Heteropolypus;bioluminescent
Porifera;Hexactinellida sp. 6;non-bioluminescent
Holothuroidea;Laetmogonidae;undefined
Crustacea;Paralithodes;non-bioluminescent
Crustacea;Paralithodes rathbuni;non-bioluminescent
Octocorallia;Parastenella gymnogaster;undefined
Arthropoda;Colossendeis;bioluminescent
Hexacorallia;Exocoelactis;undefined
Asterozoa;Heterozonias alternatus;undefined
Hexacorallia;Paracyathus stearnsii;non-bioluminescent
Octocorallia;Acanella;undefined
Mollusca;Pectinidae;non-bioluminescent
Asterozoa;Poraniopsis;undefined
Fishes;Rajiformes;undefined
Annelida;Terebellidae;undefined
Holothuroidea;Apostichopus californicus;undefined
Crustacea;Platymera gaudichaudii;undefined
Fishes;Sebastes saxicola;non-bioluminescent
Fishes;Tetronarce californica;undefined
Annelida;Levinsenia oculata;undefined
Fishes;Alepocephalus tenebrosus;undefined
Annelida;Levinsenia sp. A;undefined
Fishes;Sebastolobus altivelis;non-bioluminescent
Porifera;Cladorhiza;non-bioluminescent
Ascidiacea;Cnemidocarpa finmarkiensis;non-bioluminescent
Fishes;Eopsetta jordani;undefined
Fishes;Pleuronichthys coenosus;undefined
Fishes;Sebastes rubrivinctus;non-bioluminescent
Fishes;Sebastes rufus;non-bioluminescent
Mollusca;Tritonia;non-bioluminescent
Mollusca;Tritoniidae;non-bioluminescent
Mollusca;Doridacea;undefined
Fishes;Sebastes babcocki;non-bioluminescent
Hexacorallia;Stomphia didemon;undefined
Asterozoa;Asteroidea sp. 1;undefined
Asterozoa;Luidia foliolata;undefined
Cephalopoda;Octopus californicus;non-bioluminescent
Fishes;Chilara taylori;undefined
Fishes;Ophiodon elongatus;undefined
Fishes;Squalus suckleyi;undefined
Fishes;Zaniolepis;undefined
Asterozoa;Ampheraster;undefined
Octocorallia;Holaxonia;undefined
Porifera;Porifera sp. 5;undefined
Porifera;Staurocalyptus solidus;undefined
Asterozoa;Brisinga;likely
Porifera;Mycale sp. 1;undefined
Porifera;Porifera sp. 2;undefined
Mollusca;Solemya;non-bioluminescent
Octocorallia;Anthomastus;bioluminescent
Asterozoa;Brisingidae;undefined
Fishes;Bythitidae;undefined
Crinoidea;Evoplosoma;undefined
Crinoidea;Florometra;undefined
Crinoidea;Hyocrinus;undefined
Nemertea;Nemertea;unlikely
Crinoidea;Pentametrocrinus;undefined
Mollusca;Aplysia californica;undefined
Asterozoa;Gorgonocephalus eucnemis;undefined
Fishes;Icelinus;undefined
Asterozoa;Pycnopodia helianthoides;non-bioluminescent
Fishes;Sebastes chlorostictus;non-bioluminescent
Mollusca;Neptunea amianta;non-bioluminescent
Crustacea;Paropsurus;non-bioluminescent
Holothuroidea;Psychropotes longicauda;likely
Fishes;Eptatretinae ;non-bioluminescent
Asterozoa;Ampheraster marianus;undefined
Porifera;Hexactinella;non-bioluminescent
Asterozoa;Poraniopsis inflata;undefined
Hexacorallia;Enthemonae;undefined
Mollusca;Nuculana;non-bioluminescent
Cephalopoda;Opisthoteuthis sp. A;undefined
Mollusca;Archivesica gigas;undefined
Mollusca;Calyptogena pacifica;non-bioluminescent
Mollusca;Calyptogena;non-bioluminescent
Annelida;Cirratulidae;undefined
Asterozoa;Pseudarchaster dissonus;undefined
Hemichordata;Allapasus aurianticus;undefined
Fishes;Bathysaurus;undefined
Hydroidolina;Candelabridae;undefined
Mollusca;Dendronotus;undefined
Annelida;Paraonidae;undefined
Annelida;Phyllodocida;undefined
Annelida;Sabellariidae;undefined
Annelida;Vrijenhoekia balaenophila;undefined
Annelida;Dorvilleidae;non-bioluminescent
Annelida;Osedax rubiplumus;non-bioluminescent
Annelida;Vigtorniella;undefined
Crustacea;Diogenidae;undefined
Mollusca;Provanna;undefined
Hexacorallia;Actinernus;undefined
Porifera;Chondrocladia sp. 1;non-bioluminescent
Cephalopoda;Gonatopsis;undefined
Ctenophora;Platyctenida;unlikely
Octocorallia;Narella;undefined
Mollusca;Tritonia sp. A;undefined
Octocorallia;Distichoptilum gracile;likely
Crustacea;Paralithodes californiensis;non-bioluminescent
Fishes;Careproctus ovigerus;undefined
Fishes;Hydrolagus trolli;undefined
Asterozoa;Mediaster tenellus;undefined
Holothuroidea;Cucumariidae;undefined
Asterozoa;Peribolaster biserialis;undefined
Bryozoa;Bryozoa;non-bioluminescent
Crustacea;Majidae;undefined
Fishes;Facciolella;undefined
Echinoidea;Cystechinus loveni;non-bioluminescent
Octocorallia;Umbellula sp. 1;likely
Octocorallia;Kophobelemnidae;undefined
Echinoidea;Tromikosoma sp. 1;undefined
Ascidiacea;Octacnemidae;non-bioluminescent
Crustacea;Paropsurus giganteus;non-bioluminescent
Porifera;Rossellidae;non-bioluminescent
Fishes;Alepocephalus;undefined
Fishes;Eucryphycus californicus;unlikely
Fishes;Engraulis mordax;non-bioluminescent
Annelida;Glyceridae;non-bioluminescent
Annelida;Spionida;undefined
Crustacea;Brachyura;undefined
Echinoidea;Echinidea;non-bioluminescent
Appendicularia;Mesochordaeus erythrocephalus;undefined
Asterozoa;Ophiuridae;undefined
Asterozoa;Anteliaster;undefined
Echinoidea;Araeosoma leptaleum;non-bioluminescent
Asterozoa;Astropectinidae;undefined
Porifera;Farrea occa;non-bioluminescent
Asterozoa;Hymenaster koehleri;bioluminescent
Crustacea;Lepadidae;undefined
Asterozoa;Lophaster furcilliger;undefined
Asterozoa;Myxoderma sacculatum;undefined
Crinoidea;Pentametrocrinus paucispinulus;undefined
Asterozoa;Peribolaster;undefined
Hemichordata;TorquaratoridaeB sp. 1;undefined
Crustacea;Lepadomorpha;undefined
Hexacorallia;Trissopathes pseudotristicha;undefined
Hydroidolina;Tubularidae;undefined
Hexacorallia;Urticina;non-bioluminescent
Fishes;Paraliparis megalopus;undefined
Hydroidolina;Anthoathecata;undefined
Fishes;Gadiformes;unlikely
Asterozoa;Hippasteria phrygiana;undefined
Echinoidea;Echinocrepis rostrata;non-bioluminescent
Annelida;Acanthohamingia;non-bioluminescent
Asterozoa;Ophiomusium;bioluminescent
Octocorallia;Alcyoniidae;undefined
Ascidiacea;Ascidiacea;non-bioluminescent
Holothuroidea;Psychropotes depressa;bioluminescent
Echinoidea;Spatangoida;non-bioluminescent
Annelida;Terebella;undefined
Crinoidea;Bathycrinidae;undefined
Crustacea;Lepas;non-bioluminescent
Crustacea;Metacarcinus magister;non-bioluminescent
Ctenophora;Bolinopsidae;bioluminescent
Cephalopoda;Opisthoteuthis;undefined
Fishes;Careproctus microstomus;undefined
Fishes;Paraliparis cephalus;undefined
Asterozoa;Echinasteridae;undefined
Fishes;Lycodapus mandibularis;unlikely
Crustacea;Mysidella americana;undefined
Octocorallia;Plexauridae;undefined
Annelida;Amphitrite;undefined
Asterozoa;Ctenodiscus;undefined
Annelida;Nereididae;undefined
Annelida;Spionidae;undefined
Porifera;Caulophacus;non-bioluminescent
Fishes;Gadidae;undefined
Asterozoa;Hymenodiscus;undefined
Octocorallia;Stylatula;bioluminescent
Holothuroidea;Benthodytes sanguinolenta;likely
Hemichordata;Enteropneusta;undefined
Annelida;Lamellibrachia;non-bioluminescent
Crustacea;Munidopsis tiburon;non-bioluminescent
Crustacea;Valettiopsis concava;undefined
Cephalopoda;Octopodidae;undefined
Fishes;Bassozetus nasus;undefined
Octocorallia;Pennatulidae;likely
Cephalopoda;Benthoctopus robustus;non-bioluminescent
Fishes;Aldrovandia;undefined
Mollusca;Rubyspira osteovora;non-bioluminescent
Annelida;Siboglinidae;undefined
Scyphozoa;Stygiomedusa gigantea;undefined
Octocorallia;Pennatulacea sp. 3;undefined
Hexacorallia;Dofleinia;undefined
Crustacea;Munidopsis albatrossae;non-bioluminescent
Hexacorallia;Corallimorphidae;non-bioluminescent
Octocorallia;Halipteridae;undefined
Asterozoa;Asteriidae;undefined
Fishes;Gobiidae;undefined
Hexacorallia;Metridium;non-bioluminescent
Fishes;Rhinogobiops nicholsii;undefined
Fishes;Myxinidae;non-bioluminescent
Annelida;Euchone;undefined
Hexacorallia;Metridiidae;undefined
Holothuroidea;Laetmogone wyvillethomsoni;likely
Hydroidolina;Candelabridae sp. 1;undefined
Mollusca;Rubyspira;non-bioluminescent
Crustacea;Paguristes;non-bioluminescent
Fishes;Anarrhichthys ocellatus;undefined
Fishes;Cyclopteridae;undefined
Octocorallia;Ptilosarcus;bioluminescent
Mollusca;Mitrella;non-bioluminescent
Mollusca;Yoldia;non-bioluminescent
Fishes;Microstomus;undefined
Fishes;Careproctus gilberti;undefined
Crustacea;Pandalus;non-bioluminescent
Crustacea;Gnathophausia ingens;bioluminescent
Fishes;Citharichthys sordidus;undefined
Fishes;Argentinidae;undefined
Fishes;Agonidae;undefined
Fishes;Cottidae;undefined
Fishes;Raja;undefined
Fishes;Raja stellulata;undefined
Fishes;Zaniolepis latipinnis;undefined
Holothuroidea;Elasipodida;undefined
Mollusca;Polyplacophora;non-bioluminescent
Fishes;Somniosus pacificus;undefined
Mollusca;Opisthobranchia;undefined
Fishes;Squalidae;undefined
Asterozoa;Ophiacantha;bioluminescent
Fishes;Sebastes aleutianus-melanostictus complex;non-bioluminescent
Porifera;Lyssacinosida;non-bioluminescent
Octocorallia;Acanthoptilum;bioluminescent
Fishes;Sebastes paucispinis;non-bioluminescent
Crustacea;Loxorhynchus crispatus;non-bioluminescent
Cephalopoda;Rossia pacifica;non-bioluminescent
Annelida;Myxicola;undefined
Fishes;Hexagrammidae;undefined
Octocorallia;Psammogorgia;undefined
Mollusca;gastropoda;undefined
Hydroidolina;Stylasteridae;non-bioluminescent
Fishes;Porichthys notatus;bioluminescent
Asterozoa;Pedicellaster;undefined
Mollusca;Vermetidae;undefined
Fishes;Merluccius;non-bioluminescent
Holothuroidea;Psolidae;undefined
Octocorallia;Umbellulidae;bioluminescent
Nemertea;Nectonemertes;unlikely
Siphonophora;Apolemia uvaria;bioluminescent
